department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,5R01NS064015-09,RPGs - Non SBIR/STTR,9260071,"WEISMAN, LOIS S","Roles and regulation of PI(3,5)P2 and PI5P in neurons",ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,282756,155516,438272,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,05.04.17
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,1R01NS099340-01A1,RPGs - Non SBIR/STTR,9383412,"WEISMAN, LOIS S",Phosphoinositide signaling: novel potential targets for Huntington disease,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,298069,163938,462007,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,03.08.17
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,1F31AR073677-01A1,Training - Individual,9327467,"WONG, SARA",Mechanisms for the Termination of Myosin V-Mediated Transport,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,35807,NA,35807,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,01.09.17
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,5R01GM118308-02,RPGs - Non SBIR/STTR,9256496,"YAMASHITA, YUKIKO",Niche-mediated regulation of asymmetric stem cell division,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,190000,104500,294500,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.03.17
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,1R01MH112669-01A1,RPGs - Non SBIR/STTR,9446382,"YE, BING",Mechanisms that differentiate dendrite development from axon development,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,250000,131186,381186,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,28.08.17
CELL AND DEVELOPMENTAL BIOLOGY,Michigan,CB,5R21NS094091-02,RPGs - Non SBIR/STTR,9222816,"YE, BING",Mechanisms underlying defective cortical development in Down syndrome,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,125000,68750,193750,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,01.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F30HD085721-03,Training - Individual,9359989,"ADAMS, CAROLINE ELIZABETH",Integrating network and intrinsic changes in the GnRH neuron control of ovulation,PHYSIOLOGY,SCHOOLS OF MEDICINE,2337,NA,2337,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,08.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5U01HL118738-05,RPGs - Non SBIR/STTR,9253427,"BEARD, DANIEL A",Coronary Blood Flow: Integrated Theory and Experiments,PHYSIOLOGY,SCHOOLS OF MEDICINE,595175,62157,657332,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,20.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F30HD088055-02,Training - Individual,9392860,"BERG, TOVA",Function and Organization of Gonadotropin-Releasing Hormone Neuronal Circuitry,PHYSIOLOGY,SCHOOLS OF MEDICINE,39179,NA,39179,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,14.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,2R25HL108842-06,Other Research-Related,9229337,"BORJIGIN, JIMO",Promoting Diversity of Future Scientists,PHYSIOLOGY,SCHOOLS OF MEDICINE,81840,6547,88387,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,17.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AG050676-02,RPGs - Non SBIR/STTR,9261438,"BROOKS, SUSAN V",Defining the relative roles of pre- and post-synaptic events in the initiation and progression of sarcopenia,PHYSIOLOGY,SCHOOLS OF MEDICINE,572312,94989,667301,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,14.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5P01AG051442-02,RPGs - Non SBIR/STTR,9334685,"BROOKS, SUSAN V",Molecular Mechanisms of Neuromuscular Interactions Underlying Age-Related Atrophy,PHYSIOLOGY,SCHOOLS OF MEDICINE,1561204,203001,1764205,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK054222-17,RPGs - Non SBIR/STTR,9252440,"CARTER-SU, CHRISTIN",Cellular mechanism of action of SH2B1 isoforms implicated in human obesity,PHYSIOLOGY,SCHOOLS OF MEDICINE,299809,164895,464704,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,31.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK107730-02,RPGs - Non SBIR/STTR,9307814,"CARTER-SU, CHRISTIN",Cellular and Molecular Mechanisms of SH2B1 Mutations That Cause Profound Childhood Obesity,PHYSIOLOGY,SCHOOLS OF MEDICINE,293004,161152,454156,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,17.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3R01DK054222-17S1,RPGs - Non SBIR/STTR,9539039,"CARTER-SU, CHRISTIN",Cellular mechanism of action of SH2B1 isoforms implicated in human obesity,PHYSIOLOGY,SCHOOLS OF MEDICINE,32661,17964,50625,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,13.09.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1K01DK113115-01,Other Research-Related,9295097,"CHHABRA, KAVALJIT H",Function of the hypothalamic melanocortin system in stimulating counter-regulatory response to hypoglycemia,PHYSIOLOGY,SCHOOLS OF MEDICINE,93578,7486,101064,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,03.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1U01CA224145-01,RPGs - Non SBIR/STTR,9449550,"CRAWFORD, HOWARD C",Interrupting Cellular Crosstalk in the Immunosuppressive Microenvironment of Pancreas Cancer,PHYSIOLOGY,SCHOOLS OF MEDICINE,984073,513543,1497616,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,25.09.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1K01DK111710-01,Other Research-Related,9223023,"DEMITRACK, ELISE",Wnt pathway regulation of human gastric stem cell function,PHYSIOLOGY,SCHOOLS OF MEDICINE,85305,6824,92129,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,26.05.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,2R01HD069702-07,RPGs - Non SBIR/STTR,9311245,"ELIAS, CAROL FUZETI",Neural basis of leptin action in reproduction,PHYSIOLOGY,SCHOOLS OF MEDICINE,240229,132126,372355,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,10.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1R21HD090567-01A1,RPGs - Non SBIR/STTR,9386210,"ELIAS, CAROL FUZETI",MCH neurons: the potential link between sleep and the neuroendocrine function,PHYSIOLOGY,SCHOOLS OF MEDICINE,125000,68855,193855,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,17.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F31DK112625-02,Training - Individual,9352677,"EMONT, MARGO PREMINGER",Regulation of Thermogenesis in Adipocytes Through TRPA1,PHYSIOLOGY,SCHOOLS OF MEDICINE,35317,NA,35317,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,31.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F31HL131327-02,Training - Individual,9360558,"GLAZIER, AMELIA ANN",The role of Hsp70 chaperones in MYBPC3-linked hypertrophic cardiomyopathy,PHYSIOLOGY,SCHOOLS OF MEDICINE,35306,NA,35306,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,08.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK083491-09,RPGs - Non SBIR/STTR,9336869,"INOKI, KEN",Role of mTORC1 pathway for podocyte injury in diabetic nephropathy,PHYSIOLOGY,SCHOOLS OF MEDICINE,217500,119625,337125,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,31.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01GM110019-03,RPGs - Non SBIR/STTR,9198774,"INOKI, KEN",Molecular mechanism of mTORC1-dependent translation and ribosome biogenesis,PHYSIOLOGY,SCHOOLS OF MEDICINE,190000,99468,289468,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,06.12.16
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F32DK108531-02,Training - Individual,9391953,"JIMENEZ-CANET, MARK",Hepatic TNF Receptor Associated Factor (TRAF) 3 Promotes Insulin Resistance through the Ubiquitination of Insulin Receptor Substrate (IRS) 1 and 2,PHYSIOLOGY,SCHOOLS OF MEDICINE,57066,NA,57066,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,15.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3F32DK108531-01A1S1,Training - Individual,9440666,"JIMENEZ-CANET, MARK",Hepatic TNF Receptor Associated Factor (TRAF) 3 Promotes Insulin Resistance through the Ubiquitination of Insulin Receptor Substrate (IRS) 1 and 2,PHYSIOLOGY,SCHOOLS OF MEDICINE,1800,NA,1800,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,09.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AR067744-03,RPGs - Non SBIR/STTR,9274917,"LARKIN, LISA M",Utilization of Engineered Skeletal Muscle Units to Repair Volumetric Muscle,PHYSIOLOGY,SCHOOLS OF MEDICINE,307656,165937,473593,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,01.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK102850-03,RPGs - Non SBIR/STTR,9250124,"LEE, JUN HEE",Mechanisms underlying Hepatoprotective Roles of Sestrin2,PHYSIOLOGY,SCHOOLS OF MEDICINE,225000,123750,348750,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,06.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R00AG045200-04,RPGs - Non SBIR/STTR,9247108,"LEISER, SCOTT F",Conserved longevity mechanisms of the hypoxic response pathway,PHYSIOLOGY,SCHOOLS OF MEDICINE,160447,82746,243193,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.02.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01HL127023-03,RPGs - Non SBIR/STTR,9247826,"LOPATIN, ANATOLI N",Stress-induced remodeling of cardiac t-tubules,PHYSIOLOGY,SCHOOLS OF MEDICINE,272647,144659,417306,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,06.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5T32GM008322-27,Training - Institutional,9305072,"LOW, MALCOLM JAMES",Systems and Integrative Biology Training Program,PHYSIOLOGY,SCHOOLS OF MEDICINE,266064,13605,279669,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,18.05.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK068400-13,RPGs - Non SBIR/STTR,9211303,"LOW, MALCOLM JAMES",Proopiomelanocortin Gene Expression and Obesity,PHYSIOLOGY,SCHOOLS OF MEDICINE,300992,101416,402408,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,18.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5U2CDK110768-02,Other Research-Related,9324982,"LOW, MALCOLM JAMES",Michigan Mouse Metabolic Phenotyping Center,PHYSIOLOGY,SCHOOLS OF MEDICINE,747642,411203,1158845,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,24.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK066604-11,RPGs - Non SBIR/STTR,9187838,"LOW, MALCOLM JAMES",Neurochemistry/Physiology of Proopiomelanocortin Neurons,PHYSIOLOGY,SCHOOLS OF MEDICINE,260329,143181,403510,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,04.11.16
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK062876-13,RPGs - Non SBIR/STTR,9294981,"MACDOUGALD, ORMOND A",Roles for Wnt Signaling in Adipose Tissue,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,137500,387500,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5K26OD016502-05,Other Research-Related,9249686,"MICHELE, DANIEL E",Mentored training in comprehensive mouse phenotyping (K26),PHYSIOLOGY,SCHOOLS OF MEDICINE,72472,5798,78270,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,01.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AR068428-02,RPGs - Non SBIR/STTR,9327988,"MICHELE, DANIEL E",Mechanosignaling Functions of the Dystrophin Glycoprotein Complex in Muscular Dystrophy,PHYSIOLOGY,SCHOOLS OF MEDICINE,220000,115192,335192,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,30.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5T32HD079342-04,Training - Institutional,9269102,"MOENTER, SUZANNE M",Career Training in Reproductive Biology,PHYSIOLOGY,SCHOOLS OF MEDICINE,179134,11418,179015,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,24.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,2R37HD034860-21,RPGs - Non SBIR/STTR,9381413,"MOENTER, SUZANNE M",Cellular and molecular bases for rhythmic GnRH release,PHYSIOLOGY,SCHOOLS OF MEDICINE,329590,168275,497865,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,28.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01HD041469-16,RPGs - Non SBIR/STTR,9242509,"MOENTER, SUZANNE M",Central actions of estrogens: Effects of GnRH neurons,PHYSIOLOGY,SCHOOLS OF MEDICINE,280924,155913,436837,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,03.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3R01HL112610-04S1,RPGs - Non SBIR/STTR,9338941,"MORTENSEN, RICHARD M",Myeloid Reprogramming in Cardiac Protection by Aldosterone Antagonists,PHYSIOLOGY,SCHOOLS OF MEDICINE,60249,25382,85631,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,09.03.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01HL112610-04,RPGs - Non SBIR/STTR,9206515,"MORTENSEN, RICHARD M",Myeloid reprogramming in cardiac protection by aldosterone antagonists,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,137500,387500,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,17.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3R01AG052934-02S1,RPGs - Non SBIR/STTR,9519174,"MURPHY, GEOFFREY G",Testing the Calcium Hypothesis of Age-related Cognitive Decline,PHYSIOLOGY,SCHOOLS OF MEDICINE,50000,NA,50000,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,13.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AG052934-02,RPGs - Non SBIR/STTR,9272792,"MURPHY, GEOFFREY G",Testing the Calcium Hypothesis of Age-related Cognitive Decline,PHYSIOLOGY,SCHOOLS OF MEDICINE,268496,144624,413120,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,09.02.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1R01DK116548-01,RPGs - Non SBIR/STTR,9469835,"OMARY, BISHR",Mechanism of Proteotoxicity and Experimental Therapeutic Approaches in Porphyria,PHYSIOLOGY,SCHOOLS OF MEDICINE,290106,160042,450148,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,16.09.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5K12GM111725-02,Other Research-Related,9324272,"OMARY, BISHR",Michigan IRACDA: Training Future Professors of Engineering and Physiology,PHYSIOLOGY,SCHOOLS OF MEDICINE,589358,39836,629194,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK047918-24,RPGs - Non SBIR/STTR,9210617,"OMARY, BISHR",Keratin Biology and Disease Aspects in Simple Epithelia,PHYSIOLOGY,SCHOOLS OF MEDICINE,286877,157782,444659,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,05.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5T32AG000114-33,Training - Institutional,9278063,"PLETCHER, SCOTT",Career Training in the Biology of Aging,PHYSIOLOGY,SCHOOLS OF MEDICINE,408403,29185,437588,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,08.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AG051649-02,RPGs - Non SBIR/STTR,9267412,"PLETCHER, SCOTT",Modulation of aging through mechanisms of nutrient demand and reward,PHYSIOLOGY,SCHOOLS OF MEDICINE,205000,107789,312789,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,13.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01AG030593-10,RPGs - Non SBIR/STTR,9233887,"PLETCHER, SCOTT",Mechanisms of Sensory Modulation of Aging in Drosophila,PHYSIOLOGY,SCHOOLS OF MEDICINE,205000,108397,313397,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.02.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3T32AG000114-31S1,Training - Institutional,9459473,"PLETCHER, SCOTT",Career Training in the Biology of Aging,PHYSIOLOGY,SCHOOLS OF MEDICINE,624,50,674,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,21.04.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK105393-04,RPGs - Non SBIR/STTR,9212139,"QI, LING",The Role of Sel1L and ER Quality Control in Adipocytes,PHYSIOLOGY,SCHOOLS OF MEDICINE,225000,123750,348750,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,10.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01GM113188-04,RPGs - Non SBIR/STTR,9180708,"QI, LING",REGULATION OF IRE1A SIGNALING BY THE SEL1L-HRD1 ERAD COMPLEX,PHYSIOLOGY,SCHOOLS OF MEDICINE,192500,105875,298375,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,16.11.16
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01DK106618-02,RPGs - Non SBIR/STTR,9225195,"RAINEY, WILLIAM E",Adrenal Origins of Aldosterone Excess,PHYSIOLOGY,SCHOOLS OF MEDICINE,291270,160199,451469,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,17.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,2R01DK069950-12,RPGs - Non SBIR/STTR,9403700,"RAINEY, WILLIAM E",Molecular Mechanisms of Adrenarche,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,137500,387500,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,15.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,2R01DK043140-21A1,RPGs - Non SBIR/STTR,9403407,"RAINEY, WILLIAM E",Mechanisms Leading to Adrenal Zonation,PHYSIOLOGY,SCHOOLS OF MEDICINE,278421,147192,425613,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,28.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,3R01DK106618-02S1,RPGs - Non SBIR/STTR,9480889,"RAINEY, WILLIAM E",Adrenal Origins of Aldosterone Excess,PHYSIOLOGY,SCHOOLS OF MEDICINE,125073,68790,193863,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,19.06.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5K99DK110537-02,Other Research-Related,9332370,"RAMAKRISHNAN, SADEESH KUMAR",The Role of Intestinal Hypoxia Signaling in Glucose Homeostasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,80829,6306,87135,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,16.08.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1R01DK115646-01,RPGs - Non SBIR/STTR,9424817,"RUI, LIANGYOU",Role of NF-kB-induce kinase (NIK) in liver diseases,PHYSIOLOGY,SCHOOLS OF MEDICINE,280241,154600,434841,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,13.09.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1R01DK114220-01,RPGs - Non SBIR/STTR,9365913,"RUI, LIANGYOU","The Role of Hypothalamic Slug in the Regulation of Leptin Sensitivity, Energy Balance, and Body Weight",PHYSIOLOGY,SCHOOLS OF MEDICINE,286161,157389,443550,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,24.07.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5F31NS087883-04,Training - Individual,9229575,"SALDATE, JOHNNY JIM",Post-translational modifications of tomosyn and synaptic plasticity,PHYSIOLOGY,SCHOOLS OF MEDICINE,21776,NA,21776,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,27.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R25DK088752-07,Other Research-Related,9211307,"SCHNELL, SANTIAGO",Interfacing computation and engineering with digestive and metabolic physiology,PHYSIOLOGY,SCHOOLS OF MEDICINE,1e+05,8000,108000,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,06.01.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,1F31DK116555-01,Training - Individual,9469643,"SCHWARTZ, ANDREW JOSEPH",Integration of Hepatic Hepcidin and Intestinal HIF-2 alpha in Systemic Iron Metabolism,PHYSIOLOGY,SCHOOLS OF MEDICINE,35604,NA,35604,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,12.09.17
MOLECULAR AND INTEGRATIVE PHYSIOLOGY,Michigan,BCMP,5R01CA148828-08,RPGs - Non SBIR/STTR,9270515,"SHAH, YATRIK M",The role of HIF2alpha in colon carcinogenesis,PHYSIOLOGY,SCHOOLS OF MEDICINE,237500,130625,368125,12,ANN ARBOR,MICHIGAN,Y,UNIVERSITY OF MICHIGAN MEDICAL SCHOOL,Domestic Higher Education,22.05.17
